onset	duration	trial_no	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	9	2	stimulus	1855672.015900	n01855672_15900	13	104	n/a
42	9	3	stimulus	2885462.020113	n02885462_20113	51	406	n/a
51	9	4	stimulus	4612026.007911	n04612026_7911	142	1136	n/a
60	9	5	stimulus	7734017.007308	n07734017_7308	143	1143	n/a
69	9	6	stimulus	7734017.007308	n07734017_7308	143	1143	70.305298
78	9	7	stimulus	2445715.017475	n02445715_17475	34	269	n/a
87	9	8	stimulus	4376876.016171	n04376876_16171	127	1014	n/a
96	9	9	stimulus	4376876.016171	n04376876_16171	127	1014	97.382849
105	9	10	stimulus	3543603.009964	n03543603_9964	80	640	n/a
114	9	11	stimulus	7758680.014681	n07758680_14681	146	1164	n/a
123	9	12	stimulus	2054036.015344	n02054036_15344	19	146	n/a
132	9	13	stimulus	2814860.018911	n02814860_18911	47	371	n/a
141	9	14	stimulus	4123740.014377	n04123740_14377	111	884	n/a
150	9	15	stimulus	2998003.007121	n02998003_7121	54	431	n/a
159	9	16	stimulus	4398044.035327	n04398044_35327	128	1024	n/a
168	9	17	stimulus	3982430.038731	n03982430_38731	104	830	n/a
177	9	18	stimulus	2236241.005223	n02236241_5223	27	212	n/a
186	9	19	stimulus	2882647.003406	n02882647_3406	50	399	n/a
195	9	20	stimulus	3397947.010813	n03397947_10813	68	537	n/a
204	9	21	stimulus	4401680.021301	n04401680_21301	129	1026	n/a
213	9	22	stimulus	4442312.016618	n04442312_16618	134	1069	n/a
222	9	23	stimulus	2802215.009364	n02802215_9364	45	360	n/a
231	9	24	stimulus	2769748.037730	n02769748_37730	42	334	n/a
240	9	25	stimulus	2481823.023004	n02481823_23004	37	294	n/a
249	9	26	stimulus	3918737.016966	n03918737_16966	101	803	n/a
258	9	27	stimulus	4009552.007141	n04009552_7141	105	839	n/a
267	9	28	stimulus	3541923.011509	n03541923_11509	79	625	n/a
276	9	29	stimulus	4497801.006187	n04497801_6187	138	1101	n/a
285	9	30	stimulus	1877134.011903	n01877134_11903	14	110	n/a
294	9	31	stimulus	3345487.006365	n03345487_6365	65	518	n/a
303	9	32	stimulus	1833805.012464	n01833805_12464	12	92	n/a
312	9	33	stimulus	1833805.012464	n01833805_12464	12	92	313.289004
321	9	34	stimulus	4272054.048893	n04272054_48893	121	965	n/a
330	9	35	stimulus	3602883.012467	n03602883_12467	82	651	n/a
339	9	36	stimulus	3602883.012467	n03602883_12467	82	651	340.366784
348	9	37	stimulus	1963571.014820	n01963571_14820	16	122	n/a
357	9	38	stimulus	3494278.029023	n03494278_29023	76	603	n/a
366	9	39	stimulus	7756951.013102	n07756951_13102	145	1153	n/a
375	9	40	stimulus	4477387.003641	n04477387_3641	136	1083	n/a
384	9	41	stimulus	4113406.021007	n04113406_21007	110	876	n/a
393	9	42	stimulus	1768244.008871	n01768244_8871	7	54	n/a
402	9	43	stimulus	3209910.000157	n03209910_157	61	482	n/a
411	9	44	stimulus	3792782.021048	n03792782_21048	96	763	n/a
420	9	45	stimulus	3792782.021048	n03792782_21048	96	763	421.317234
429	9	46	stimulus	3793489.010094	n03793489_10094	97	769	n/a
438	9	47	stimulus	2084071.017818	n02084071_17818	22	170	n/a
447	9	48	stimulus	2508213.016531	n02508213_16531	39	309	n/a
456	9	49	stimulus	2472293.011152	n02472293_11152	35	273	n/a
465	9	50	stimulus	4591713.005928	n04591713_5928	141	1126	n/a
474	9	51	stimulus	3483823.008564	n03483823_8564	75	600	n/a
483	9	52	stimulus	4180888.011100	n04180888_11100	115	913	n/a
492	9	53	stimulus	2841315.016314	n02841315_16314	48	380	n/a
501	9	54	stimulus	2090827.007426	n02090827_7426	23	182	n/a
510	9	55	stimulus	3721384.022007	n03721384_22007	91	723	n/a
519	9	56	stimulus	3612010.006564	n03612010_6564	85	678	n/a
528	6	57	rest	n/a	n/a	n/a	n/a	n/a
