onset	duration	trial_no	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	9	2	stimulus	4409515.002581	n04409515_2581	130	1036	n/a
42	9	3	stimulus	2692877.017833	n02692877_17833	40	317	n/a
51	9	4	stimulus	3544143.001497	n03544143_1497	81	643	n/a
60	9	5	stimulus	3544143.001497	n03544143_1497	81	643	61.037877
69	9	6	stimulus	1704323.009812	n01704323_9812	5	40	n/a
78	9	7	stimulus	4412416.008901	n04412416_8901	132	1056	n/a
87	9	8	stimulus	3085219.004267	n03085219_4267	59	467	n/a
96	9	9	stimulus	4113406.023511	n04113406_23511	110	877	n/a
105	9	10	stimulus	4591713.002310	n04591713_2310	141	1122	n/a
114	9	11	stimulus	3837869.005857	n03837869_5857	99	788	n/a
123	9	12	stimulus	4313503.021714	n04313503_21714	124	988	n/a
132	9	13	stimulus	2974003.008812	n02974003_8812	53	423	n/a
141	9	14	stimulus	1664990.019923	n01664990_19923	4	30	n/a
150	9	15	stimulus	4398044.014381	n04398044_14381	128	1019	n/a
159	9	16	stimulus	4197391.015574	n04197391_15574	116	923	n/a
168	9	17	stimulus	3746005.004914	n03746005_4914	93	739	n/a
177	9	18	stimulus	3746005.004914	n03746005_4914	93	739	185.040301
186	9	19	stimulus	4320973.009400	n04320973_9400	125	1000	n/a
195	9	20	stimulus	4320973.009400	n04320973_9400	125	1000	196.044211
204	9	21	stimulus	3721384.036929	n03721384_36929	91	726	n/a
213	9	22	stimulus	3494278.027938	n03494278_27938	76	602	n/a
222	9	23	stimulus	7758680.017888	n07758680_17888	146	1166	n/a
231	9	24	stimulus	2799175.009738	n02799175_9738	43	344	n/a
240	9	25	stimulus	2799175.009738	n02799175_9738	43	344	241.029510
249	9	26	stimulus	2068974.004884	n02068974_4884	21	166	n/a
258	9	27	stimulus	2802215.006616	n02802215_6616	45	359	n/a
267	9	28	stimulus	4233124.014573	n04233124_14573	118	939	n/a
276	9	29	stimulus	2841315.024352	n02841315_24352	48	383	n/a
285	9	30	stimulus	1963571.019866	n01963571_19866	16	125	n/a
294	9	31	stimulus	2481823.015941	n02481823_15941	37	291	n/a
303	9	32	stimulus	4272054.015977	n04272054_15977	121	961	n/a
312	9	33	stimulus	4272054.015977	n04272054_15977	121	961	313.042977
321	9	34	stimulus	3261776.025824	n03261776_25824	63	500	n/a
330	9	35	stimulus	3436182.005137	n03436182_5137	71	566	n/a
339	9	36	stimulus	2374451.011539	n02374451_11539	30	233	n/a
348	9	37	stimulus	2843158.008492	n02843158_8492	49	391	n/a
357	9	38	stimulus	2226429.017436	n02226429_17436	25	199	n/a
366	9	39	stimulus	4401680.036641	n04401680_36641	129	1032	n/a
375	9	40	stimulus	4442441.005096	n04442441_5096	135	1076	n/a
384	9	41	stimulus	4086273.003464	n04086273_3464	108	862	n/a
393	9	42	stimulus	3760671.006434	n03760671_6434	94	749	n/a
402	9	43	stimulus	3609235.003801	n03609235_3801	84	668	n/a
411	9	44	stimulus	3467796.004268	n03467796_4268	73	579	n/a
420	9	45	stimulus	4044716.019527	n04044716_19527	106	845	n/a
429	9	46	stimulus	2472293.013453	n02472293_13453	35	275	n/a
438	9	47	stimulus	3359137.031119	n03359137_31119	66	525	n/a
447	9	48	stimulus	2445715.005508	n02445715_5508	34	271	n/a
456	9	49	stimulus	2054036.017099	n02054036_17099	19	147	n/a
465	9	50	stimulus	4477387.007585	n04477387_7585	136	1086	n/a
474	9	51	stimulus	3335030.021952	n03335030_21952	64	508	n/a
483	9	52	stimulus	2391049.010452	n02391049_10452	31	241	n/a
492	9	53	stimulus	3445777.006926	n03445777_6926	72	573	n/a
501	9	54	stimulus	4373894.041541	n04373894_41541	126	1005	n/a
510	9	55	stimulus	3792782.008413	n03792782_8413	96	768	n/a
519	9	56	stimulus	3649909.019563	n03649909_19563	89	709	n/a
528	6	57	rest	n/a	n/a	n/a	n/a	n/a
