onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	1772222.016161	0.000000
42	9	3	stimulus	2090827.017605	0.000000
51	9	4	stimulus	1855672.015809	0.000000
60	9	5	stimulus	3345487.008958	0.000000
69	9	6	stimulus	2481823.008477	0.000000
78	9	7	stimulus	4497801.003101	0.000000
87	9	8	stimulus	4320973.010759	0.000000
96	9	9	stimulus	4090263.006394	0.000000
105	9	10	stimulus	2800213.011791	0.000000
114	9	11	stimulus	4254680.010170	0.000000
123	9	12	stimulus	3085013.023944	0.000000
132	9	13	stimulus	1784675.013237	0.000000
141	9	14	stimulus	1784675.013237	142.032089
150	9	15	stimulus	4255586.004487	0.000000
159	9	16	stimulus	3496296.012686	0.000000
168	9	17	stimulus	3079230.020064	0.000000
177	9	18	stimulus	3815615.005104	0.000000
186	9	19	stimulus	7734744.005653	0.000000
195	9	20	stimulus	2885462.019412	0.000000
204	9	21	stimulus	2131653.012495	0.000000
213	9	22	stimulus	3335030.018236	0.000000
222	9	23	stimulus	1645776.008522	0.000000
231	9	24	stimulus	12596148.006943	0.000000
240	9	25	stimulus	4168199.009862	0.000000
249	9	26	stimulus	3793489.011217	0.000000
258	9	27	stimulus	1877134.008213	0.000000
267	9	28	stimulus	13111881.015726	0.000000
276	9	29	stimulus	4373894.031776	0.000000
285	9	30	stimulus	4233124.018339	0.000000
294	9	31	stimulus	4233124.018339	295.029198
303	9	32	stimulus	1770393.029944	0.000000
312	9	33	stimulus	4044716.013601	0.000000
321	9	34	stimulus	3544143.011110	0.000000
330	9	35	stimulus	3261776.024181	0.000000
339	9	36	stimulus	3261776.024181	340.031138
348	9	37	stimulus	3038480.006604	0.000000
357	9	38	stimulus	3494278.040471	0.000000
366	9	39	stimulus	3494278.040471	367.042293
375	9	40	stimulus	3359137.016646	0.000000
384	9	41	stimulus	4555897.007654	0.000000
393	9	42	stimulus	4419073.021368	0.000000
402	9	43	stimulus	4409515.006804	0.000000
411	9	44	stimulus	2769748.015626	0.000000
420	9	45	stimulus	3483823.005222	0.000000
429	9	46	stimulus	4070727.016664	0.000000
438	9	47	stimulus	2882647.020819	0.000000
447	9	48	stimulus	2802215.004806	0.000000
456	9	49	stimulus	3760671.010975	0.000000
465	9	50	stimulus	4272054.061432	0.000000
474	9	51	stimulus	3543603.007440	0.000000
483	9	52	stimulus	3609235.010979	0.000000
492	9	53	stimulus	2055803.005499	0.000000
501	9	54	stimulus	1833805.012045	0.000000
510	9	55	stimulus	2998003.001995	0.000000
519	9	56	stimulus	2998003.001995	520.039440
528	6	57	rest	n/a	0.000000
