onset	duration	trial_no	event_type	category_id	response_time	evaluation
0	33	1	rest	n/a	n/a	n/a
33	3	2	cue	n02950256	52.253374	5
36	15	2	imagery	n02950256	52.253374	5
51	3	2	evaluation	n02950256	52.253374	5
54	3	2	inter_rest	n02950256	52.253374	5
57	3	3	cue	n02797295	76.258238	5
60	15	3	imagery	n02797295	76.258238	5
75	3	3	evaluation	n02797295	76.258238	5
78	3	3	inter_rest	n02797295	76.258238	5
81	3	4	cue	n03455488	100.336923	5
84	15	4	imagery	n03455488	100.336923	5
99	3	4	evaluation	n03455488	100.336923	5
102	3	4	inter_rest	n03455488	100.336923	5
105	3	5	cue	n01858441	125.479649	4
108	15	5	imagery	n01858441	125.479649	4
123	3	5	evaluation	n01858441	125.479649	4
126	3	5	inter_rest	n01858441	125.479649	4
129	3	6	cue	n02951358	0.000000	1
132	15	6	imagery	n02951358	0.000000	1
147	3	6	evaluation	n02951358	0.000000	1
150	3	6	inter_rest	n02951358	0.000000	1
153	3	7	cue	n01846331	0.000000	1
156	15	7	imagery	n01846331	0.000000	1
171	3	7	evaluation	n01846331	0.000000	1
174	3	7	inter_rest	n01846331	0.000000	1
177	3	8	cue	n03237416	196.525184	5
180	15	8	imagery	n03237416	196.525184	5
195	3	8	evaluation	n03237416	196.525184	5
198	3	8	inter_rest	n03237416	196.525184	5
201	3	9	cue	n04210120	222.809579	5
204	15	9	imagery	n04210120	222.809579	5
219	3	9	evaluation	n04210120	222.809579	5
222	3	9	inter_rest	n04210120	222.809579	5
225	3	10	cue	n03716966	244.012783	4
228	15	10	imagery	n03716966	244.012783	4
243	3	10	evaluation	n03716966	244.012783	4
246	3	10	inter_rest	n03716966	244.012783	4
249	3	11	cue	n02437971	270.239379	4
252	15	11	imagery	n02437971	270.239379	4
267	3	11	evaluation	n02437971	270.239379	4
270	3	11	inter_rest	n02437971	270.239379	4
273	3	12	cue	n03272010	292.465145	4
276	15	12	imagery	n03272010	292.465145	4
291	3	12	evaluation	n03272010	292.465145	4
294	3	12	inter_rest	n03272010	292.465145	4
297	3	13	cue	n04297750	316.524877	5
300	15	13	imagery	n04297750	316.524877	5
315	3	13	evaluation	n04297750	316.524877	5
318	3	13	inter_rest	n04297750	316.524877	5
321	3	14	cue	n02690373	340.818272	5
324	15	14	imagery	n02690373	340.818272	5
339	3	14	evaluation	n02690373	340.818272	5
342	3	14	inter_rest	n02690373	340.818272	5
345	3	15	cue	n03584254	364.361507	5
348	15	15	imagery	n03584254	364.361507	5
363	3	15	evaluation	n03584254	364.361507	5
366	3	15	inter_rest	n03584254	364.361507	5
369	3	16	cue	n02416519	388.122767	5
372	15	16	imagery	n02416519	388.122767	5
387	3	16	evaluation	n02416519	388.122767	5
390	3	16	inter_rest	n02416519	388.122767	5
393	3	17	cue	n01943899	412.784449	5
396	15	17	imagery	n01943899	412.784449	5
411	3	17	evaluation	n01943899	412.784449	5
414	3	17	inter_rest	n01943899	412.784449	5
417	3	18	cue	n03761084	436.209358	5
420	15	18	imagery	n03761084	436.209358	5
435	3	18	evaluation	n03761084	436.209358	5
438	3	18	inter_rest	n03761084	436.209358	5
441	3	19	cue	n03710193	460.551800	5
444	15	19	imagery	n03710193	460.551800	5
459	3	19	evaluation	n03710193	460.551800	5
462	3	19	inter_rest	n03710193	460.551800	5
465	3	20	cue	n03954393	484.095140	5
468	15	20	imagery	n03954393	484.095140	5
483	3	20	evaluation	n03954393	484.095140	5
486	3	20	inter_rest	n03954393	484.095140	5
489	3	21	cue	n02437136	508.738389	4
492	15	21	imagery	n02437136	508.738389	4
507	3	21	evaluation	n02437136	508.738389	4
510	3	21	inter_rest	n02437136	508.738389	4
513	3	22	cue	n04572121	532.231691	5
516	15	22	imagery	n04572121	532.231691	5
531	3	22	evaluation	n04572121	532.231691	5
534	3	22	inter_rest	n04572121	532.231691	5
537	3	23	cue	n03064758	556.492069	5
540	15	23	imagery	n03064758	556.492069	5
555	3	23	evaluation	n03064758	556.492069	5
558	3	23	inter_rest	n03064758	556.492069	5
561	3	24	cue	n03626115	581.001756	5
564	15	24	imagery	n03626115	581.001756	5
579	3	24	evaluation	n03626115	581.001756	5
582	3	24	inter_rest	n03626115	581.001756	5
585	3	25	cue	n03452741	603.912446	4
588	15	25	imagery	n03452741	603.912446	4
603	3	25	evaluation	n03452741	603.912446	4
606	3	25	inter_rest	n03452741	603.912446	4
609	3	26	cue	n01621127	628.272588	5
612	15	26	imagery	n01621127	628.272588	5
627	3	26	evaluation	n01621127	628.272588	5
630	3	26	inter_rest	n01621127	628.272588	5
633	6	27	rest	n/a	n/a	n/a
