onset	duration	trial_no	event_type	category_id	category_name	category_index	response_time	evaluation
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	3	2	cue	2916179	n02916179	20	52.650477	4.0
36	15	2	imagery	2916179	n02916179	20	52.650477	4.0
51	3	2	evaluation	2916179	n02916179	20	52.650477	4.0
54	3	2	inter_rest	2916179	n02916179	20	52.650477	4.0
57	3	3	cue	3237416	n03237416	26	76.877166	4.0
60	15	3	imagery	3237416	n03237416	26	76.877166	4.0
75	3	3	evaluation	3237416	n03237416	26	76.877166	4.0
78	3	3	inter_rest	3237416	n03237416	26	76.877166	4.0
81	3	4	cue	3064758	n03064758	23	100.670459	4.0
84	15	4	imagery	3064758	n03064758	23	100.670459	4.0
99	3	4	evaluation	3064758	n03064758	23	100.670459	4.0
102	3	4	inter_rest	3064758	n03064758	23	100.670459	4.0
105	3	5	cue	2139199	n02139199	10	125.115565	4.0
108	15	5	imagery	2139199	n02139199	10	125.115565	4.0
123	3	5	evaluation	2139199	n02139199	10	125.115565	4.0
126	3	5	inter_rest	2139199	n02139199	10	125.115565	4.0
129	3	6	cue	3272010	n03272010	27	148.542196	4.0
132	15	6	imagery	3272010	n03272010	27	148.542196	4.0
147	3	6	evaluation	3272010	n03272010	27	148.542196	4.0
150	3	6	inter_rest	3272010	n03272010	27	148.542196	4.0
153	3	7	cue	2950256	n02950256	21	173.251274	3.0
156	15	7	imagery	2950256	n02950256	21	173.251274	3.0
171	3	7	evaluation	2950256	n02950256	21	173.251274	3.0
174	3	7	inter_rest	2950256	n02950256	21	173.251274	3.0
177	3	8	cue	3716966	n03716966	37	196.894323	4.0
180	15	8	imagery	3716966	n03716966	37	196.894323	4.0
195	3	8	evaluation	3716966	n03716966	37	196.894323	4.0
198	3	8	inter_rest	3716966	n03716966	37	196.894323	4.0
201	3	9	cue	3941684	n03941684	40	220.570366	3.0
204	15	9	imagery	3941684	n03941684	40	220.570366	3.0
219	3	9	evaluation	3941684	n03941684	40	220.570366	3.0
222	3	9	inter_rest	3941684	n03941684	40	220.570366	3.0
225	3	10	cue	2416519	n02416519	13	244.480462	4.0
228	15	10	imagery	2416519	n02416519	13	244.480462	4.0
243	3	10	evaluation	2416519	n02416519	13	244.480462	4.0
246	3	10	inter_rest	2416519	n02416519	13	244.480462	4.0
249	3	11	cue	3495258	n03495258	33	268.891128	4.0
252	15	11	imagery	3495258	n03495258	33	268.891128	4.0
267	3	11	evaluation	3495258	n03495258	33	268.891128	4.0
270	3	11	inter_rest	3495258	n03495258	33	268.891128	4.0
273	3	12	cue	4252077	n04252077	43	292.884082	3.0
276	15	12	imagery	4252077	n04252077	43	292.884082	3.0
291	3	12	evaluation	4252077	n04252077	43	292.884082	3.0
294	3	12	inter_rest	4252077	n04252077	43	292.884082	3.0
297	3	13	cue	1677366	n01677366	3	316.644028	4.0
300	15	13	imagery	1677366	n01677366	3	316.644028	4.0
315	3	13	evaluation	1677366	n01677366	3	316.644028	4.0
318	3	13	inter_rest	1677366	n01677366	3	316.644028	4.0
321	3	14	cue	2071294	n02071294	8	341.289997	3.0
324	15	14	imagery	2071294	n02071294	8	341.289997	3.0
339	3	14	evaluation	2071294	n02071294	8	341.289997	3.0
342	3	14	inter_rest	2071294	n02071294	8	341.289997	3.0
345	3	15	cue	3122295	n03122295	24	364.747451	4.0
348	15	15	imagery	3122295	n03122295	24	364.747451	4.0
363	3	15	evaluation	3122295	n03122295	24	364.747451	4.0
366	3	15	inter_rest	3122295	n03122295	24	364.747451	4.0
369	3	16	cue	2882301	n02882301	19	388.757156	3.0
372	15	16	imagery	2882301	n02882301	19	388.757156	3.0
387	3	16	evaluation	2882301	n02882301	19	388.757156	3.0
390	3	16	inter_rest	2882301	n02882301	19	388.757156	3.0
393	3	17	cue	1621127	n01621127	2	413.217901	4.0
396	15	17	imagery	1621127	n01621127	2	413.217901	4.0
411	3	17	evaluation	1621127	n01621127	2	413.217901	4.0
414	3	17	inter_rest	1621127	n01621127	2	413.217901	4.0
417	3	18	cue	3767745	n03767745	39	437.727733	4.0
420	15	18	imagery	3767745	n03767745	39	437.727733	4.0
435	3	18	evaluation	3767745	n03767745	39	437.727733	4.0
438	3	18	inter_rest	3767745	n03767745	39	437.727733	4.0
441	3	19	cue	2274259	n02274259	12	460.787652	3.0
444	15	19	imagery	2274259	n02274259	12	460.787652	3.0
459	3	19	evaluation	2274259	n02274259	12	460.787652	3.0
462	3	19	inter_rest	2274259	n02274259	12	460.787652	3.0
465	3	20	cue	1976957	n01976957	7	485.464400	3.0
468	15	20	imagery	1976957	n01976957	7	485.464400	3.0
483	3	20	evaluation	1976957	n01976957	7	485.464400	3.0
486	3	20	inter_rest	1976957	n01976957	7	485.464400	3.0
489	3	21	cue	4554684	n04554684	49	509.207676	3.0
492	15	21	imagery	4554684	n04554684	49	509.207676	3.0
507	3	21	evaluation	4554684	n04554684	49	509.207676	3.0
510	3	21	inter_rest	4554684	n04554684	49	509.207676	3.0
513	3	22	cue	4507155	n04507155	47	533.600955	3.0
516	15	22	imagery	4507155	n04507155	47	533.600955	3.0
531	3	22	evaluation	4507155	n04507155	47	533.600955	3.0
534	3	22	inter_rest	4507155	n04507155	47	533.600955	3.0
