onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	3792782.030141	0.000000
42	9	3	stimulus	2885462.017169	0.000000
51	9	4	stimulus	3790512.014883	0.000000
60	9	5	stimulus	4419073.008965	0.000000
69	9	6	stimulus	3609235.003138	0.000000
78	9	7	stimulus	4113406.019025	0.000000
87	9	8	stimulus	3397947.006288	0.000000
96	9	9	stimulus	3483823.006332	0.000000
105	9	10	stimulus	11978233.020269	0.000000
114	9	11	stimulus	4154565.015261	0.000000
123	9	12	stimulus	1855672.013449	0.000000
132	9	13	stimulus	4477387.009242	0.000000
141	9	14	stimulus	4477387.009242	143.369790
150	9	15	stimulus	4197391.011231	0.000000
159	9	16	stimulus	3038480.002196	0.000000
168	9	17	stimulus	2055803.009018	0.000000
177	9	18	stimulus	2055803.009018	179.235004
186	9	19	stimulus	3085219.005196	0.000000
195	9	20	stimulus	3085219.005196	198.210452
204	9	21	stimulus	1704323.010031	0.000000
213	9	22	stimulus	2481823.005715	0.000000
222	9	23	stimulus	2814860.030610	0.000000
231	9	24	stimulus	4233124.014971	0.000000
240	9	25	stimulus	1639765.052902	0.000000
249	9	26	stimulus	4442312.013628	0.000000
258	9	27	stimulus	3950228.027533	0.000000
267	9	28	stimulus	3445777.008313	0.000000
276	9	29	stimulus	1664990.013731	0.000000
285	9	30	stimulus	3760671.013659	0.000000
294	9	31	stimulus	4412416.006897	0.000000
303	9	32	stimulus	3467796.008303	0.000000
312	9	33	stimulus	2472293.005718	0.000000
321	9	34	stimulus	3512147.007137	0.000000
330	9	35	stimulus	3924679.003671	0.000000
339	9	36	stimulus	3623556.020302	0.000000
348	9	37	stimulus	3425413.016822	0.000000
357	9	38	stimulus	2445715.000834	0.000000
366	9	39	stimulus	3649909.010010	0.000000
375	9	40	stimulus	1877134.011102	0.000000
384	9	41	stimulus	1877134.011102	387.122425
393	9	42	stimulus	2769748.032217	0.000000
402	9	43	stimulus	1963571.007996	0.000000
411	9	44	stimulus	2943871.006541	0.000000
420	9	45	stimulus	1518878.014910	0.000000
429	9	46	stimulus	4284002.014660	0.000000
438	9	47	stimulus	4284002.014660	440.494063
447	9	48	stimulus	2090827.013480	0.000000
456	9	49	stimulus	4555897.013510	0.000000
465	9	50	stimulus	4313503.022884	0.000000
474	9	51	stimulus	3721384.028561	0.000000
483	9	52	stimulus	2766534.013147	0.000000
492	9	53	stimulus	4398044.031041	0.000000
501	9	54	stimulus	2974003.001210	0.000000
510	9	55	stimulus	4044716.016479	0.000000
519	9	56	stimulus	7734744.013895	0.000000
528	6	57	rest	n/a	0.000000
