onset	duration	trial_no	event_type	category_id	category_index	response_time	evaluation
0	33	1	rest	n/a	n/a	n/a	n/a
33	3	2	cue	3345837.0	28.0	53.626089	4.0
36	15	2	imagery	3345837.0	28.0	53.626089	4.0
51	3	2	evaluation	3345837.0	28.0	53.626089	4.0
54	3	2	inter_rest	3345837.0	28.0	53.626089	4.0
57	3	3	cue	1621127.0	2.0	76.96695600000001	5.0
60	15	3	imagery	1621127.0	2.0	76.96695600000001	5.0
75	3	3	evaluation	1621127.0	2.0	76.96695600000001	5.0
78	3	3	inter_rest	1621127.0	2.0	76.96695600000001	5.0
81	3	4	cue	3272010.0	27.0	101.393686	3.0
84	15	4	imagery	3272010.0	27.0	101.393686	3.0
99	3	4	evaluation	3272010.0	27.0	101.393686	3.0
102	3	4	inter_rest	3272010.0	27.0	101.393686	3.0
105	3	5	cue	4533802.0	48.0	124.803927	4.0
108	15	5	imagery	4533802.0	48.0	124.803927	4.0
123	3	5	evaluation	4533802.0	48.0	124.803927	4.0
126	3	5	inter_rest	4533802.0	48.0	124.803927	4.0
129	3	6	cue	3761084.0	38.0	149.480575	5.0
132	15	6	imagery	3761084.0	38.0	149.480575	5.0
147	3	6	evaluation	3761084.0	38.0	149.480575	5.0
150	3	6	inter_rest	3761084.0	38.0	149.480575	5.0
153	3	7	cue	4254777.0	44.0	173.223934	4.0
156	15	7	imagery	4254777.0	44.0	173.223934	4.0
171	3	7	evaluation	4254777.0	44.0	173.223934	4.0
174	3	7	inter_rest	4254777.0	44.0	173.223934	4.0
177	3	8	cue	3482252.0	32.0	197.118417	5.0
180	15	8	imagery	3482252.0	32.0	197.118417	5.0
195	3	8	evaluation	3482252.0	32.0	197.118417	5.0
198	3	8	inter_rest	3482252.0	32.0	197.118417	5.0
201	3	9	cue	4387400.0	46.0	220.844194	5.0
204	15	9	imagery	4387400.0	46.0	220.844194	5.0
219	3	9	evaluation	4387400.0	46.0	220.844194	5.0
222	3	9	inter_rest	4387400.0	46.0	220.844194	5.0
225	3	10	cue	1943899.0	6.0	244.488764	4.0
228	15	10	imagery	1943899.0	6.0	244.488764	4.0
243	3	10	evaluation	1943899.0	6.0	244.488764	4.0
246	3	10	inter_rest	1943899.0	6.0	244.488764	4.0
249	3	11	cue	3122295.0	24.0	269.664225	5.0
252	15	11	imagery	3122295.0	24.0	269.664225	5.0
267	3	11	evaluation	3122295.0	24.0	269.664225	5.0
270	3	11	inter_rest	3122295.0	24.0	269.664225	5.0
273	3	12	cue	2437136.0	14.0	292.774341	3.0
276	15	12	imagery	2437136.0	14.0	292.774341	3.0
291	3	12	evaluation	2437136.0	14.0	292.774341	3.0
294	3	12	inter_rest	2437136.0	14.0	292.774341	3.0
297	3	13	cue	1846331.0	4.0	316.517716	4.0
300	15	13	imagery	1846331.0	4.0	316.517716	4.0
315	3	13	evaluation	1846331.0	4.0	316.517716	4.0
318	3	13	inter_rest	1846331.0	4.0	316.517716	4.0
321	3	14	cue	3626115.0	35.0	341.77985099999995	4.0
324	15	14	imagery	3626115.0	35.0	341.77985099999995	4.0
339	3	14	evaluation	3626115.0	35.0	341.77985099999995	4.0
342	3	14	inter_rest	3626115.0	35.0	341.77985099999995	4.0
345	3	15	cue	3767745.0	39.0	364.30426	4.0
348	15	15	imagery	3767745.0	39.0	364.30426	4.0
363	3	15	evaluation	3767745.0	39.0	364.30426	4.0
366	3	15	inter_rest	3767745.0	39.0	364.30426	4.0
369	3	16	cue	2139199.0	10.0	388.613527	5.0
372	15	16	imagery	2139199.0	10.0	388.613527	5.0
387	3	16	evaluation	2139199.0	10.0	388.613527	5.0
