onset	duration	trial_no	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	33	1	rest	n/a	n/a	n/a	n/a	0.000000
33	9	2	stimulus	3950228.020813	n03950228_20813	103	819	0.000000
42	9	3	stimulus	4284002.021913	n04284002_21913	123	984	0.000000
51	9	4	stimulus	1970164.026421	n01970164_26421	17	133	0.000000
60	9	5	stimulus	2692877.015805	n02692877_15805	40	316	0.000000
69	9	6	stimulus	4255586.003274	n04255586_3274	120	955	0.000000
78	9	7	stimulus	2974003.003328	n02974003_3328	53	419	0.000000
87	9	8	stimulus	3359137.019465	n03359137_19465	66	522	0.000000
96	9	9	stimulus	4233124.012727	n04233124_12727	118	937	0.000000
105	9	10	stimulus	3746005.008861	n03746005_8861	93	743	0.000000
114	9	11	stimulus	3746005.008861	n03746005_8861	93	743	115.039133
123	9	12	stimulus	4090263.013803	n04090263_13803	109	866	0.000000
132	9	13	stimulus	2439033.009911	n02439033_9911	33	264	0.000000
141	9	14	stimulus	2068974.017710	n02068974_17710	21	163	0.000000
150	9	15	stimulus	12582231.024598	n12582231_24598	148	1180	0.000000
159	9	16	stimulus	1639765.044823	n01639765_44823	2	13	0.000000
168	9	17	stimulus	4419073.007644	n04419073_7644	133	1063	0.000000
177	9	18	stimulus	4154565.020567	n04154565_20567	113	903	0.000000
186	9	19	stimulus	4154565.020567	n04154565_20567	113	903	187.035928
195	9	20	stimulus	7734744.006691	n07734744_6691	144	1150	0.000000
204	9	21	stimulus	3436182.007185	n03436182_7185	71	567	0.000000
213	9	22	stimulus	1770393.014471	n01770393_14471	8	59	0.000000
222	9	23	stimulus	1772222.011060	n01772222_11060	9	66	0.000000
231	9	24	stimulus	3085013.024313	n03085013_24313	58	463	0.000000
240	9	25	stimulus	2233338.001068	n02233338_1068	26	201	0.000000
249	9	26	stimulus	3425413.018382	n03425413_18382	70	555	0.000000
258	9	27	stimulus	4197391.004733	n04197391_4733	116	926	0.000000
267	9	28	stimulus	4197391.004733	n04197391_4733	116	926	268.036100
276	9	29	stimulus	2005790.011191	n02005790_11191	18	138	0.000000
285	9	30	stimulus	4555897.026505	n04555897_26505	139	1108	0.000000
294	9	31	stimulus	2800213.014662	n02800213_14662	44	346	0.000000
303	9	32	stimulus	3335030.014253	n03335030_14253	64	506	0.000000
312	9	33	stimulus	1518878.007579	n01518878_7579	1	7	0.000000
321	9	34	stimulus	1518878.007579	n01518878_7579	1	7	322.042117
330	9	35	stimulus	2799175.011275	n02799175_11275	43	337	0.000000
339	9	36	stimulus	4373894.016025	n04373894_16025	126	1001	0.000000
348	9	37	stimulus	1787835.010128	n01787835_10128	11	81	0.000000
357	9	38	stimulus	3255030.000671	n03255030_671	62	494	0.000000
366	9	39	stimulus	3512147.003723	n03512147_3723	78	620	0.000000
375	9	40	stimulus	1704323.009172	n01704323_9172	5	39	0.000000
384	9	41	stimulus	3743279.011113	n03743279_11113	92	729	0.000000
393	9	42	stimulus	3609235.001655	n03609235_1655	84	666	0.000000
402	9	43	stimulus	2943871.004136	n02943871_4136	52	412	0.000000
411	9	44	stimulus	2943871.004136	n02943871_4136	52	412	416.031186
420	9	45	stimulus	3886762.018101	n03886762_18101	100	797	0.000000
429	9	46	stimulus	4044716.012763	n04044716_12763	106	842	0.000000
438	9	47	stimulus	4273569.004437	n04273569_4437	122	975	0.000000
447	9	48	stimulus	3790512.035174	n03790512_35174	95	758	0.000000
456	9	49	stimulus	3646296.005631	n03646296_5631	88	701	0.000000
465	9	50	stimulus	3760671.008944	n03760671_8944	94	751	0.000000
474	9	51	stimulus	2808440.005873	n02808440_5873	46	368	0.000000
483	9	52	stimulus	2843158.007756	n02843158_7756	49	390	0.000000
492	9	53	stimulus	2391049.008178	n02391049_8178	31	248	0.000000
501	9	54	stimulus	4225987.006536	n04225987_6536	117	933	0.000000
510	9	55	stimulus	3649909.024607	n03649909_24607	89	711	0.000000
519	9	56	stimulus	2480855.018583	n02480855_18583	36	285	0.000000
528	6	57	rest	n/a	n/a	n/a	n/a	0.000000
