onset	duration	trial_no	event_type	category_id	category_name	category_index	response_time	evaluation
324	15	14	imagery	2437971	n02437971	15	339.982973	5.0
339	3	14	evaluation	2437971	n02437971	15	339.982973	5.0
342	3	14	inter_rest	2437971	n02437971	15	339.982973	5.0
345	3	15	cue	3761084	n03761084	38	363.977157	5.0
348	15	15	imagery	3761084	n03761084	38	363.977157	5.0
363	3	15	evaluation	3761084	n03761084	38	363.977157	5.0
366	3	15	inter_rest	3761084	n03761084	38	363.977157	5.0
369	3	16	cue	3272010	n03272010	27	388.501576	5.0
372	15	16	imagery	3272010	n03272010	27	388.501576	5.0
387	3	16	evaluation	3272010	n03272010	27	388.501576	5.0
390	3	16	inter_rest	3272010	n03272010	27	388.501576	5.0
393	3	17	cue	4254777	n04254777	44	412.195328	5.0
396	15	17	imagery	4254777	n04254777	44	412.195328	5.0
411	3	17	evaluation	4254777	n04254777	44	412.195328	5.0
414	3	17	inter_rest	4254777	n04254777	44	412.195328	5.0
417	3	18	cue	1846331	n01846331	4	436.221450	4.0
420	15	18	imagery	1846331	n01846331	4	436.221450	4.0
435	3	18	evaluation	1846331	n01846331	4	436.221450	4.0
438	3	18	inter_rest	1846331	n01846331	4	436.221450	4.0
441	3	19	cue	3122295	n03122295	24	460.417871	4.0
444	15	19	imagery	3122295	n03122295	24	460.417871	4.0
459	3	19	evaluation	3122295	n03122295	24	460.417871	4.0
462	3	19	inter_rest	3122295	n03122295	24	460.417871	4.0
465	3	20	cue	3954393	n03954393	41	484.958125	5.0
468	15	20	imagery	3954393	n03954393	41	484.958125	5.0
483	3	20	evaluation	3954393	n03954393	41	484.958125	5.0
486	3	20	inter_rest	3954393	n03954393	41	484.958125	5.0
489	3	21	cue	4533802	n04533802	48	508.038440	5.0
492	15	21	imagery	4533802	n04533802	48	508.038440	5.0
507	3	21	evaluation	4533802	n04533802	48	508.038440	5.0
510	3	21	inter_rest	4533802	n04533802	48	508.038440	5.0
513	3	22	cue	3495258	n03495258	33	532.394944	4.0
516	15	22	imagery	3495258	n03495258	33	532.394944	4.0
531	3	22	evaluation	3495258	n03495258	33	532.394944	4.0
534	3	22	inter_rest	3495258	n03495258	33	532.394944	4.0
537	3	23	cue	3452741	n03452741	30	556.674047	5.0
540	15	23	imagery	3452741	n03452741	30	556.674047	5.0
555	3	23	evaluation	3452741	n03452741	30	556.674047	5.0
558	3	23	inter_rest	3452741	n03452741	30	556.674047	5.0
561	3	24	cue	3455488	n03455488	31	580.098948	4.0
564	15	24	imagery	3455488	n03455488	31	580.098948	4.0
579	3	24	evaluation	3455488	n03455488	31	580.098948	4.0
582	3	24	inter_rest	3455488	n03455488	31	580.098948	4.0
585	3	25	cue	2824058	n02824058	18	604.691718	5.0
588	15	25	imagery	2824058	n02824058	18	604.691718	5.0
603	3	25	evaluation	2824058	n02824058	18	604.691718	5.0
606	3	25	inter_rest	2824058	n02824058	18	604.691718	5.0
609	3	26	cue	2437136	n02437136	14	628.735827	5.0
612	15	26	imagery	2437136	n02437136	14	628.735827	5.0
627	3	26	evaluation	2437136	n02437136	14	628.735827	5.0
630	3	26	inter_rest	2437136	n02437136	14	628.735827	5.0
633	6	27	rest	n/a	n/a	n/a	n/a	n/a
