onset	duration	trial_no	event_type	category_id	response_time	evaluation
0	33	1	rest	n/a	n/a	n/a
33	3	2	cue	n01621127	52.152071	5
36	15	2	imagery	n01621127	52.152071	5
51	3	2	evaluation	n01621127	52.152071	5
54	3	2	inter_rest	n01621127	52.152071	5
57	3	3	cue	n03584254	76.394875	5
60	15	3	imagery	n03584254	76.394875	5
75	3	3	evaluation	n03584254	76.394875	5
78	3	3	inter_rest	n03584254	76.394875	5
81	3	4	cue	n02916179	100.341035	5
84	15	4	imagery	n02916179	100.341035	5
99	3	4	evaluation	n02916179	100.341035	5
102	3	4	inter_rest	n02916179	100.341035	5
105	3	5	cue	n03626115	124.382743	5
108	15	5	imagery	n03626115	124.382743	5
123	3	5	evaluation	n03626115	124.382743	5
126	3	5	inter_rest	n03626115	124.382743	5
129	3	6	cue	n02951358	148.107661	5
132	15	6	imagery	n02951358	148.107661	5
147	3	6	evaluation	n02951358	148.107661	5
150	3	6	inter_rest	n02951358	148.107661	5
153	3	7	cue	n04297750	172.501321	5
156	15	7	imagery	n04297750	172.501321	5
171	3	7	evaluation	n04297750	172.501321	5
174	3	7	inter_rest	n04297750	172.501321	5
177	3	8	cue	n02071294	196.394992	5
180	15	8	imagery	n02071294	196.394992	5
195	3	8	evaluation	n02071294	196.394992	5
198	3	8	inter_rest	n02071294	196.394992	5
201	3	9	cue	n04210120	220.224126	5
204	15	9	imagery	n04210120	220.224126	5
219	3	9	evaluation	n04210120	220.224126	5
222	3	9	inter_rest	n04210120	220.224126	5
225	3	10	cue	n02797295	244.347944	5
228	15	10	imagery	n02797295	244.347944	5
243	3	10	evaluation	n02797295	244.347944	5
246	3	10	inter_rest	n02797295	244.347944	5
249	3	11	cue	n03710193	268.392485	5
252	15	11	imagery	n03710193	268.392485	5
267	3	11	evaluation	n03710193	268.392485	5
270	3	11	inter_rest	n03710193	268.392485	5
273	3	12	cue	n03379051	292.136920	4
276	15	12	imagery	n03379051	292.136920	4
291	3	12	evaluation	n03379051	292.136920	4
294	3	12	inter_rest	n03379051	292.136920	4
297	3	13	cue	n02139199	316.427855	3
300	15	13	imagery	n02139199	316.427855	3
315	3	13	evaluation	n02139199	316.427855	3
318	3	13	inter_rest	n02139199	316.427855	3
321	3	14	cue	n03064758	340.024179	5
324	15	14	imagery	n03064758	340.024179	5
339	3	14	evaluation	n03064758	340.024179	5
342	3	14	inter_rest	n03064758	340.024179	5
345	3	15	cue	n03345837	364.933273	4
348	15	15	imagery	n03345837	364.933273	4
363	3	15	evaluation	n03345837	364.933273	4
366	3	15	inter_rest	n03345837	364.933273	4
369	3	16	cue	n02274259	388.625069	4
372	15	16	imagery	n02274259	388.625069	4
387	3	16	evaluation	n02274259	388.625069	4
390	3	16	inter_rest	n02274259	388.625069	4
393	3	17	cue	n01943899	412.554961	5
396	15	17	imagery	n01943899	412.554961	5
411	3	17	evaluation	n01943899	412.554961	5
414	3	17	inter_rest	n01943899	412.554961	5
417	3	18	cue	n02416519	436.828213	5
420	15	18	imagery	n02416519	436.828213	5
435	3	18	evaluation	n02416519	436.828213	5
438	3	18	inter_rest	n02416519	436.828213	5
441	3	19	cue	n02690373	459.955677	4
444	15	19	imagery	n02690373	459.955677	4
459	3	19	evaluation	n02690373	459.955677	4
462	3	19	inter_rest	n02690373	459.955677	4
465	3	20	cue	n02882301	484.197975	5
468	15	20	imagery	n02882301	484.197975	5
483	3	20	evaluation	n02882301	484.197975	5
486	3	20	inter_rest	n02882301	484.197975	5
489	3	21	cue	n04554684	509.725008	2
492	15	21	imagery	n04554684	509.725008	2
507	3	21	evaluation	n04554684	509.725008	2
510	3	21	inter_rest	n04554684	509.725008	2
513	3	22	cue	n04572121	532.284742	5
516	15	22	imagery	n04572121	532.284742	5
531	3	22	evaluation	n04572121	532.284742	5
534	3	22	inter_rest	n04572121	532.284742	5
537	3	23	cue	n01976957	557.380301	4
540	15	23	imagery	n01976957	557.380301	4
555	3	23	evaluation	n01976957	557.380301	4
558	3	23	inter_rest	n01976957	557.380301	4
561	3	24	cue	n02128385	581.121933	5
564	15	24	imagery	n02128385	581.121933	5
579	3	24	evaluation	n02128385	581.121933	5
582	3	24	inter_rest	n02128385	581.121933	5
585	3	25	cue	n03767745	604.381179	5
588	15	25	imagery	n03767745	604.381179	5
603	3	25	evaluation	n03767745	604.381179	5
606	3	25	inter_rest	n03767745	604.381179	5
609	3	26	cue	n03716966	628.727792	4
612	15	26	imagery	n03716966	628.727792	4
627	3	26	evaluation	n03716966	628.727792	4
630	3	26	inter_rest	n03716966	628.727792	4
633	6	27	rest	n/a	n/a	n/a
