onset	duration	trial_no	event_type	category_id	category_name	category_index	response_time	evaluation
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	3	2	cue	1677366	n01677366	3	53.291885	4.0
36	15	2	imagery	1677366	n01677366	3	53.291885	4.0
51	3	2	evaluation	1677366	n01677366	3	53.291885	4.0
54	3	2	inter_rest	1677366	n01677366	3	53.291885	4.0
57	3	3	cue	4533802	n04533802	48	76.899666	4.0
60	15	3	imagery	4533802	n04533802	48	76.899666	4.0
75	3	3	evaluation	4533802	n04533802	48	76.899666	4.0
78	3	3	inter_rest	4533802	n04533802	48	76.899666	4.0
81	3	4	cue	4554684	n04554684	49	100.842686	4.0
84	15	4	imagery	4554684	n04554684	49	100.842686	4.0
99	3	4	evaluation	4554684	n04554684	49	100.842686	4.0
102	3	4	inter_rest	4554684	n04554684	49	100.842686	4.0
105	3	5	cue	2797295	n02797295	17	124.519256	4.0
108	15	5	imagery	2797295	n02797295	17	124.519256	4.0
123	3	5	evaluation	2797295	n02797295	17	124.519256	4.0
126	3	5	inter_rest	2797295	n02797295	17	124.519256	4.0
129	3	6	cue	3272010	n03272010	27	148.779348	4.0
132	15	6	imagery	3272010	n03272010	27	148.779348	4.0
147	3	6	evaluation	3272010	n03272010	27	148.779348	4.0
150	3	6	inter_rest	3272010	n03272010	27	148.779348	4.0
153	3	7	cue	4572121	n04572121	50	172.490986	4.0
156	15	7	imagery	4572121	n04572121	50	172.490986	4.0
171	3	7	evaluation	4572121	n04572121	50	172.490986	4.0
174	3	7	inter_rest	4572121	n04572121	50	172.490986	4.0
177	3	8	cue	3237416	n03237416	26	196.649492	4.0
180	15	8	imagery	3237416	n03237416	26	196.649492	4.0
195	3	8	evaluation	3237416	n03237416	26	196.649492	4.0
198	3	8	inter_rest	3237416	n03237416	26	196.649492	4.0
201	3	9	cue	3710193	n03710193	36	220.643703	4.0
204	15	9	imagery	3710193	n03710193	36	220.643703	4.0
219	3	9	evaluation	3710193	n03710193	36	220.643703	4.0
222	3	9	inter_rest	3710193	n03710193	36	220.643703	4.0
225	3	10	cue	1621127	n01621127	2	245.569969	3.0
228	15	10	imagery	1621127	n01621127	2	245.569969	3.0
