onset	duration	trial_no	event_type	category_id	category_name	category_index	response_time	evaluation
243	3	10	evaluation	1621127	n01621127	2	245.569969	3.0
246	3	10	inter_rest	1621127	n01621127	2	245.569969	3.0
249	3	11	cue	3482252	n03482252	32	268.445897	4.0
252	15	11	imagery	3482252	n03482252	32	268.445897	4.0
267	3	11	evaluation	3482252	n03482252	32	268.445897	4.0
270	3	11	inter_rest	3482252	n03482252	32	268.445897	4.0
273	3	12	cue	3941684	n03941684	40	293.991573	3.0
276	15	12	imagery	3941684	n03941684	40	293.991573	3.0
291	3	12	evaluation	3941684	n03941684	40	293.991573	3.0
294	3	12	inter_rest	3941684	n03941684	40	293.991573	3.0
297	3	13	cue	2071294	n02071294	8	316.515840	4.0
300	15	13	imagery	2071294	n02071294	8	316.515840	4.0
315	3	13	evaluation	2071294	n02071294	8	316.515840	4.0
318	3	13	inter_rest	2071294	n02071294	8	316.515840	4.0
321	3	14	cue	4387400	n04387400	46	341.593943	4.0
324	15	14	imagery	4387400	n04387400	46	341.593943	4.0
339	3	14	evaluation	4387400	n04387400	46	341.593943	4.0
342	3	14	inter_rest	4387400	n04387400	46	341.593943	4.0
345	3	15	cue	3626115	n03626115	35	364.736383	3.0
348	15	15	imagery	3626115	n03626115	35	364.736383	3.0
363	3	15	evaluation	3626115	n03626115	35	364.736383	3.0
366	3	15	inter_rest	3626115	n03626115	35	364.736383	3.0
369	3	16	cue	1976957	n01976957	7	388.431289	4.0
372	15	16	imagery	1976957	n01976957	7	388.431289	4.0
387	3	16	evaluation	1976957	n01976957	7	388.431289	4.0
390	3	16	inter_rest	1976957	n01976957	7	388.431289	4.0
393	3	17	cue	1443537	n01443537	1	412.572645	4.0
396	15	17	imagery	1443537	n01443537	1	412.572645	4.0
411	3	17	evaluation	1443537	n01443537	1	412.572645	4.0
414	3	17	inter_rest	1443537	n01443537	1	412.572645	4.0
417	3	18	cue	2437136	n02437136	14	437.016255	3.0
420	15	18	imagery	2437136	n02437136	14	437.016255	3.0
435	3	18	evaluation	2437136	n02437136	14	437.016255	3.0
438	3	18	inter_rest	2437136	n02437136	14	437.016255	3.0
441	3	19	cue	4254777	n04254777	44	461.326664	3.0
444	15	19	imagery	4254777	n04254777	44	461.326664	3.0
459	3	19	evaluation	4254777	n04254777	44	461.326664	3.0
462	3	19	inter_rest	4254777	n04254777	44	461.326664	3.0
465	3	20	cue	3761084	n03761084	38	484.736227	3.0
468	15	20	imagery	3761084	n03761084	38	484.736227	3.0
483	3	20	evaluation	3761084	n03761084	38	484.736227	3.0
486	3	20	inter_rest	3761084	n03761084	38	484.736227	3.0
489	3	21	cue	3345837	n03345837	28	509.531023	4.0
492	15	21	imagery	3345837	n03345837	28	509.531023	4.0
507	3	21	evaluation	3345837	n03345837	28	509.531023	4.0
510	3	21	inter_rest	3345837	n03345837	28	509.531023	4.0
513	3	22	cue	2690373	n02690373	16	533.239660	3.0
516	15	22	imagery	2690373	n02690373	16	533.239660	3.0
531	3	22	evaluation	2690373	n02690373	16	533.239660	3.0
534	3	22	inter_rest	2690373	n02690373	16	533.239660	3.0
537	3	23	cue	4507155	n04507155	47	556.967991	4.0
540	15	23	imagery	4507155	n04507155	47	556.967991	4.0
555	3	23	evaluation	4507155	n04507155	47	556.967991	4.0
558	3	23	inter_rest	4507155	n04507155	47	556.967991	4.0
561	3	24	cue	2824058	n02824058	18	581.142985	3.0
564	15	24	imagery	2824058	n02824058	18	581.142985	3.0
579	3	24	evaluation	2824058	n02824058	18	581.142985	3.0
582	3	24	inter_rest	2824058	n02824058	18	581.142985	3.0
585	3	25	cue	2416519	n02416519	13	604.721033	3.0
588	15	25	imagery	2416519	n02416519	13	604.721033	3.0
603	3	25	evaluation	2416519	n02416519	13	604.721033	3.0
606	3	25	inter_rest	2416519	n02416519	13	604.721033	3.0
609	3	26	cue	3064758	n03064758	23	629.131200	4.0
612	15	26	imagery	3064758	n03064758	23	629.131200	4.0
627	3	26	evaluation	3064758	n03064758	23	629.131200	4.0
630	3	26	inter_rest	3064758	n03064758	23	629.131200	4.0
633	6	27	rest	n/a	n/a	n/a	n/a	n/a
