onset	duration	trial_no	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	9	2	stimulus	3400231.013472	n03400231_13472	69	545	n/a
42	9	3	stimulus	4086273.022571	n04086273_22571	108	860	n/a
51	9	4	stimulus	3544143.003031	n03544143_3031	81	645	n/a
60	9	5	stimulus	3646296.004808	n03646296_4808	88	700	n/a
69	9	6	stimulus	2843158.009764	n02843158_9764	49	392	n/a
78	9	7	stimulus	2131653.010825	n02131653_10825	24	185	n/a
87	9	8	stimulus	3494278.042246	n03494278_42246	76	608	n/a
96	9	9	stimulus	3837869.006421	n03837869_6421	99	789	n/a
105	9	10	stimulus	3541923.004023	n03541923_4023	79	630	n/a
114	9	11	stimulus	4146614.010473	n04146614_10473	112	890	n/a
123	9	12	stimulus	3918737.027172	n03918737_27172	101	806	n/a
132	9	13	stimulus	2841315.035046	n02841315_35046	48	384	n/a
141	9	14	stimulus	4587559.007411	n04587559_7411	140	1120	n/a
150	9	15	stimulus	3642806.013072	n03642806_13072	87	689	n/a
159	9	16	stimulus	3746005.004198	n03746005_4198	93	738	n/a
168	9	17	stimulus	1768244.009890	n01768244_9890	7	56	n/a
177	9	18	stimulus	7756951.017047	n07756951_17047	145	1157	n/a
186	9	19	stimulus	4225987.013452	n04225987_13452	117	930	n/a
195	9	20	stimulus	2882647.013757	n02882647_13757	50	393	n/a
204	9	21	stimulus	2882647.013757	n02882647_13757	50	393	205.040110
213	9	22	stimulus	3607659.003955	n03607659_3955	83	659	n/a
222	9	23	stimulus	2800213.008939	n02800213_8939	44	352	n/a
231	9	24	stimulus	1770393.021218	n01770393_21218	8	61	n/a
240	9	25	stimulus	4090263.024512	n04090263_24512	109	868	n/a
249	9	26	stimulus	2236241.008966	n02236241_8966	27	216	n/a
258	9	27	stimulus	4376876.010149	n04376876_10149	127	1009	n/a
267	9	28	stimulus	2226429.011460	n02226429_11460	25	193	n/a
276	9	29	stimulus	2432983.016049	n02432983_16049	32	250	n/a
285	9	30	stimulus	3079230.013074	n03079230_13074	57	449	n/a
294	9	31	stimulus	4180888.001515	n04180888_1515	115	914	n/a
303	9	32	stimulus	12596148.007468	n12596148_7468	149	1191	n/a
312	9	33	stimulus	4272054.038478	n04272054_38478	121	964	n/a
321	9	34	stimulus	4272054.038478	n04272054_38478	121	964	322.039089
330	9	35	stimulus	4255586.000449	n04255586_449	120	957	n/a
339	9	36	stimulus	4409515.008358	n04409515_8358	130	1040	n/a
348	9	37	stimulus	3394916.041444	n03394916_41444	67	535	n/a
357	9	38	stimulus	4497801.000760	n04497801_760	138	1103	n/a
366	9	39	stimulus	3886762.007939	n03886762_7939	100	799	n/a
375	9	40	stimulus	3886762.007939	n03886762_7939	100	799	376.044853
384	9	41	stimulus	2233338.013505	n02233338_13505	26	202	n/a
393	9	42	stimulus	3187595.005735	n03187595_5735	60	475	n/a
402	9	43	stimulus	2391049.007263	n02391049_7263	31	247	n/a
411	9	44	stimulus	2508213.005695	n02508213_5695	39	311	n/a
420	9	45	stimulus	4123740.015423	n04123740_15423	111	885	n/a
429	9	46	stimulus	1772222.012605	n01772222_12605	9	70	n/a
438	9	47	stimulus	1772222.012605	n01772222_12605	9	70	439.037734
447	9	48	stimulus	4373894.043971	n04373894_43971	126	1006	n/a
456	9	49	stimulus	1784675.022328	n01784675_22328	10	79	n/a
465	9	50	stimulus	2808440.043249	n02808440_43249	46	366	n/a
474	9	51	stimulus	2054036.019199	n02054036_19199	19	148	n/a
483	9	52	stimulus	3602883.022505	n03602883_22505	82	655	n/a
492	9	53	stimulus	3472535.010217	n03472535_10217	74	585	n/a
501	9	54	stimulus	3472535.010217	n03472535_10217	74	585	502.030896
510	9	55	stimulus	2439033.017123	n02439033_17123	33	260	n/a
519	9	56	stimulus	3335030.054164	n03335030_54164	64	512	n/a
528	6	57	rest	n/a	n/a	n/a	n/a	n/a
