onset	duration	trial_no	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	33	1	rest	n/a	n/a	n/a	n/a	n/a
33	9	2	stimulus	3209910.003841	n03209910_3841	61	486	n/a
42	9	3	stimulus	4320973.014553	n04320973_14553	125	995	n/a
51	9	4	stimulus	2317335.017604	n02317335_17604	28	219	n/a
60	9	5	stimulus	13111881.028475	n13111881_28475	150	1196	n/a
69	9	6	stimulus	3612010.016528	n03612010_16528	85	675	n/a
78	9	7	stimulus	7734017.004118	n07734017_4118	143	1141	n/a
87	9	8	stimulus	4482393.014854	n04482393_14854	137	1091	n/a
96	9	9	stimulus	1645776.010758	n01645776_10758	3	18	n/a
105	9	10	stimulus	4254680.003842	n04254680_3842	119	951	n/a
114	9	11	stimulus	3665924.026158	n03665924_26158	90	714	n/a
123	9	12	stimulus	1970164.023221	n01970164_23221	17	132	n/a
132	9	13	stimulus	1970164.023221	n01970164_23221	17	132	133.040694
141	9	14	stimulus	2998003.002616	n02998003_2616	54	426	n/a
150	9	15	stimulus	3255030.011168	n03255030_11168	62	489	150.066729
159	9	16	stimulus	3982430.006951	n03982430_6951	104	831	n/a
168	9	17	stimulus	2692877.011314	n02692877_11314	40	314	n/a
177	9	18	stimulus	2346627.012197	n02346627_12197	29	226	n/a
186	9	19	stimulus	3815615.008756	n03815615_8756	98	784	n/a
195	9	20	stimulus	4409806.013419	n04409806_13419	131	1041	n/a
204	9	21	stimulus	7758680.012418	n07758680_12418	146	1162	n/a
213	9	22	stimulus	7758680.012418	n07758680_12418	146	1162	214.126619
222	9	23	stimulus	3085013.022686	n03085013_22686	58	459	n/a
231	9	24	stimulus	3543603.006861	n03543603_6861	80	637	n/a
240	9	25	stimulus	12582231.021170	n12582231_21170	148	1179	n/a
249	9	26	stimulus	1833805.013294	n01833805_13294	12	94	n/a
258	9	27	stimulus	4612026.006008	n04612026_6008	142	1133	n/a
267	9	28	stimulus	2802215.026105	n02802215_26105	45	357	n/a
276	9	29	stimulus	1726692.008404	n01726692_8404	6	45	n/a
285	9	30	stimulus	3359137.044522	n03359137_44522	66	528	n/a
294	9	31	stimulus	3359137.044522	n03359137_44522	66	528	298.059868
303	9	32	stimulus	4009552.017201	n04009552_17201	105	836	n/a
312	9	33	stimulus	3436182.012210	n03436182_12210	71	562	n/a
321	9	34	stimulus	2068974.007285	n02068974_7285	21	168	n/a
330	9	35	stimulus	3496296.010113	n03496296_10113	77	609	n/a
339	9	36	stimulus	3496296.010113	n03496296_10113	77	609	340.347311
348	9	37	stimulus	4070727.018299	n04070727_18299	107	851	n/a
357	9	38	stimulus	4168199.010150	n04168199_10150	114	905	n/a
366	9	39	stimulus	3345487.011865	n03345487_11865	65	513	n/a
375	9	40	stimulus	1944390.019503	n01944390_19503	15	115	n/a
384	9	41	stimulus	1787835.013550	n01787835_13550	11	87	n/a
393	9	42	stimulus	2480855.008638	n02480855_8638	36	287	n/a
402	9	43	stimulus	2084071.014426	n02084071_14426	22	169	n/a
411	9	44	stimulus	2374451.015307	n02374451_15307	30	236	n/a
420	9	45	stimulus	2799175.015265	n02799175_15265	43	340	n/a
429	9	46	stimulus	3793489.001565	n03793489_1565	97	772	n/a
438	9	47	stimulus	3743279.007634	n03743279_7634	92	735	n/a
447	9	48	stimulus	3063599.004784	n03063599_4784	56	447	n/a
456	9	49	stimulus	2005790.010287	n02005790_10287	18	137	n/a
465	9	50	stimulus	3261776.040091	n03261776_40091	63	504	n/a
474	9	51	stimulus	4273569.018096	n04273569_18096	122	974	n/a
483	9	52	stimulus	4401680.017952	n04401680_17952	129	1025	n/a
492	9	53	stimulus	4401680.017952	n04401680_17952	129	1025	493.176607
501	9	54	stimulus	4442441.007198	n04442441_7198	135	1079	n/a
510	9	55	stimulus	4591713.005442	n04591713_5442	141	1125	n/a
519	9	56	stimulus	2503517.008447	n02503517_8447	38	303	n/a
528	6	57	rest	n/a	n/a	n/a	n/a	n/a
