onset	duration	trial_no	event_type	stimulus_id	stimulus_name	category_index	image_index	response_time
0	33	1	rest	n/a	n/a	n/a	n/a	0.0
33	9	2	stimulus	1976957.013223	n01976957_13223	7.0	7.0	0.0
42	9	3	stimulus	3767745.000109	n03767745_109	39.0	39.0	0.0
51	9	4	stimulus	3767745.000109	n03767745_109	39.0	39.0	53.397996
60	9	5	stimulus	2690373.007713	n02690373_7713	16.0	16.0	0.0
69	9	6	stimulus	3379051.008496	n03379051_8496	29.0	29.0	0.0
78	9	7	stimulus	3124170.013920	n03124170_13920	25.0	25.0	0.0
87	9	8	stimulus	2882301.014188	n02882301_14188	19.0	19.0	0.0
96	9	9	stimulus	1858441.011077	n01858441_11077	5.0	5.0	0.0
105	9	10	stimulus	4554684.053399	n04554684_53399	49.0	49.0	0.0
114	9	11	stimulus	2951358.023759	n02951358_23759	22.0	22.0	0.0
123	9	12	stimulus	4572121.003262	n04572121_3262	50.0	50.0	0.0
132	9	13	stimulus	4572121.003262	n04572121_3262	50.0	50.0	136.032419
141	9	14	stimulus	3064758.038750	n03064758_38750	23.0	23.0	0.0
150	9	15	stimulus	3122295.031279	n03122295_31279	24.0	24.0	0.0
159	9	16	stimulus	4507155.021299	n04507155_21299	47.0	47.0	0.0
168	9	17	stimulus	1621127.019020	n01621127_19020	2.0	2.0	0.0
177	9	18	stimulus	3954393.010038	n03954393_10038	41.0	41.0	0.0
186	9	19	stimulus	3452741.024622	n03452741_24622	30.0	30.0	0.0
195	9	20	stimulus	3761084.043533	n03761084_43533	38.0	38.0	0.0
204	9	21	stimulus	3716966.028524	n03716966_28524	37.0	37.0	0.0
213	9	22	stimulus	2128385.020264	n02128385_20264	9.0	9.0	0.0
222	9	23	stimulus	4533802.019479	n04533802_19479	48.0	48.0	0.0
231	9	24	stimulus	1846331.017038	n01846331_17038	4.0	4.0	0.0
240	9	25	stimulus	2797295.015411	n02797295_15411	17.0	17.0	0.0
249	9	26	stimulus	3345837.012501	n03345837_12501	28.0	28.0	0.0
258	9	27	stimulus	1443537.022563	n01443537_22563	1.0	1.0	0.0
267	9	28	stimulus	3626115.019498	n03626115_19498	35.0	35.0	0.0
276	9	29	stimulus	2437136.012836	n02437136_12836	14.0	14.0	0.0
285	9	30	stimulus	3482252.022530	n03482252_22530	32.0	32.0	0.0
294	9	31	stimulus	2071294.046212	n02071294_46212	8.0	8.0	0.0
303	9	32	stimulus	3272010.011001	n03272010_11001	27.0	27.0	0.0
312	9	33	stimulus	1677366.018182	n01677366_18182	3.0	3.0	0.0
321	9	34	stimulus	3584254.005040	n03584254_5040	34.0	34.0	0.0
330	9	35	stimulus	3237416.058334	n03237416_58334	26.0	26.0	0.0
339	9	36	stimulus	3455488.028622	n03455488_28622	31.0	31.0	0.0
348	9	37	stimulus	2274259.024319	n02274259_24319	12.0	12.0	0.0
357	9	38	stimulus	2950256.022949	n02950256_22949	21.0	21.0	0.0
366	9	39	stimulus	3495258.009895	n03495258_9895	33.0	33.0	0.0
375	9	40	stimulus	3495258.009895	n03495258_9895	33.0	33.0	377.48393
384	9	41	stimulus	2437971.005013	n02437971_5013	15.0	15.0	0.0
393	9	42	stimulus	3941684.021672	n03941684_21672	40.0	40.0	0.0
402	9	43	stimulus	2916179.024850	n02916179_24850	20.0	20.0	0.0
411	9	44	stimulus	4254777.016338	n04254777_16338	44.0	44.0	0.0
420	9	45	stimulus	2824058.018729	n02824058_18729	18.0	18.0	0.0
429	9	46	stimulus	2416519.012793	n02416519_12793	13.0	13.0	0.0
438	9	47	stimulus	4210120.009062	n04210120_9062	42.0	42.0	0.0
447	9	48	stimulus	3710193.022225	n03710193_22225	36.0	36.0	0.0
456	9	49	stimulus	3710193.022225	n03710193_22225	36.0	36.0	458.36681699999997
465	9	50	stimulus	4297750.025624	n04297750_25624	45.0	45.0	0.0
474	9	51	stimulus	4387400.016693	n04387400_16693	46.0	46.0	0.0
483	9	52	stimulus	4252077.010859	n04252077_10859	43.0	43.0	0.0
492	9	53	stimulus	4252077.010859	n04252077_10859	43.0	43.0	495.032236
501	9	54	stimulus	1943899.024131	n01943899_24131	6.0	6.0	0.0
510	9	55	stimulus	2139199.010398	n02139199_10398	10.0	10.0	0.0
519	9	56	stimulus	2190790.015121	n02190790_15121	11.0	11.0	0.0
528	6	57	rest	n/a	n/a	n/a	n/a	0.0
