onset	duration	trial_no	event_type	stim_file	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	n03950228_20813.JPEG	0.000000
42	9	3	stimulus	n04284002_21913.JPEG	0.000000
51	9	4	stimulus	n01970164_26421.JPEG	0.000000
60	9	5	stimulus	n02692877_15805.JPEG	0.000000
69	9	6	stimulus	n04255586_3274.JPEG	0.000000
78	9	7	stimulus	n02974003_3328.JPEG	0.000000
87	9	8	stimulus	n03359137_19465.JPEG	0.000000
96	9	9	stimulus	n04233124_12727.JPEG	0.000000
105	9	10	stimulus	n03746005_8861.JPEG	0.000000
114	9	11	stimulus	n03746005_8861.JPEG	115.028805
123	9	12	stimulus	n04090263_13803.JPEG	0.000000
132	9	13	stimulus	n02439033_9911.JPEG	0.000000
141	9	14	stimulus	n02068974_17710.JPEG	0.000000
150	9	15	stimulus	n12582231_24598.JPEG	0.000000
159	9	16	stimulus	n01639765_44823.JPEG	0.000000
168	9	17	stimulus	n04419073_7644.JPEG	0.000000
177	9	18	stimulus	n04154565_20567.JPEG	0.000000
186	9	19	stimulus	n04154565_20567.JPEG	187.042288
195	9	20	stimulus	n07734744_6691.JPEG	0.000000
204	9	21	stimulus	n03436182_7185.JPEG	0.000000
213	9	22	stimulus	n01770393_14471.JPEG	0.000000
222	9	23	stimulus	n01772222_11060.JPEG	0.000000
231	9	24	stimulus	n03085013_24313.JPEG	0.000000
240	9	25	stimulus	n02233338_1068.JPEG	0.000000
249	9	26	stimulus	n03425413_18382.JPEG	0.000000
258	9	27	stimulus	n04197391_4733.JPEG	0.000000
267	9	28	stimulus	n04197391_4733.JPEG	268.042861
276	9	29	stimulus	n02005790_11191.JPEG	0.000000
285	9	30	stimulus	n04555897_26505.JPEG	0.000000
294	9	31	stimulus	n02800213_14662.JPEG	0.000000
303	9	32	stimulus	n03335030_14253.JPEG	0.000000
312	9	33	stimulus	n01518878_7579.JPEG	0.000000
321	9	34	stimulus	n01518878_7579.JPEG	326.033464
330	9	35	stimulus	n02799175_11275.JPEG	0.000000
339	9	36	stimulus	n04373894_16025.JPEG	0.000000
348	9	37	stimulus	n01787835_10128.JPEG	0.000000
357	9	38	stimulus	n03255030_671.JPEG	0.000000
366	9	39	stimulus	n03512147_3723.JPEG	0.000000
375	9	40	stimulus	n01704323_9172.JPEG	0.000000
384	9	41	stimulus	n03743279_11113.JPEG	0.000000
393	9	42	stimulus	n03609235_1655.JPEG	0.000000
402	9	43	stimulus	n02943871_4136.JPEG	0.000000
411	9	44	stimulus	n02943871_4136.JPEG	412.036006
420	9	45	stimulus	n03886762_18101.JPEG	0.000000
429	9	46	stimulus	n04044716_12763.JPEG	0.000000
438	9	47	stimulus	n04273569_4437.JPEG	0.000000
447	9	48	stimulus	n03790512_35174.JPEG	0.000000
456	9	49	stimulus	n03646296_5631.JPEG	0.000000
465	9	50	stimulus	n03760671_8944.JPEG	0.000000
474	9	51	stimulus	n02808440_5873.JPEG	0.000000
483	9	52	stimulus	n02843158_7756.JPEG	0.000000
492	9	53	stimulus	n02391049_8178.JPEG	0.000000
501	9	54	stimulus	n04225987_6536.JPEG	0.000000
510	9	55	stimulus	n03649909_24607.JPEG	0.000000
519	9	56	stimulus	n02480855_18583.JPEG	0.000000
528	6	57	rest	n/a	0.000000
