onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest	n/a	0.000000
33	9	2	stimulus	4373894.026002	0.000000
42	9	3	stimulus	2766534.010312	0.000000
51	9	4	stimulus	3950228.037563	0.000000
60	9	5	stimulus	4113406.028754	0.000000
69	9	6	stimulus	3359137.041860	0.000000
78	9	7	stimulus	3541923.009436	0.000000
87	9	8	stimulus	4284002.015310	0.000000
96	9	9	stimulus	3790512.011206	0.000000
105	9	10	stimulus	3790512.011206	106.049775
114	9	11	stimulus	4086273.014599	0.000000
123	9	12	stimulus	4419073.014805	0.000000
132	9	13	stimulus	3746005.005789	0.000000
141	9	14	stimulus	2882647.018337	0.000000
150	9	15	stimulus	3543603.010424	0.000000
159	9	16	stimulus	2236241.003660	0.000000
168	9	17	stimulus	4044716.010424	0.000000
177	9	18	stimulus	1784675.009652	0.000000
186	9	19	stimulus	12582231.020158	0.000000
195	9	20	stimulus	2508213.011465	0.000000
204	9	21	stimulus	3187595.009726	0.000000
213	9	22	stimulus	3079230.022337	0.000000
222	9	23	stimulus	3079230.022337	230.034859
231	9	24	stimulus	4442312.032591	0.000000
240	9	25	stimulus	3494278.035790	0.000000
249	9	26	stimulus	3721384.005136	0.000000
258	9	27	stimulus	1833805.011890	0.000000
267	9	28	stimulus	4272054.053265	0.000000
276	9	29	stimulus	2943871.005579	0.000000
285	9	30	stimulus	2090827.009305	0.000000
294	9	31	stimulus	2131653.003900	0.000000
303	9	32	stimulus	4409515.022109	0.000000
312	9	33	stimulus	4197391.008396	0.000000
321	9	34	stimulus	4009552.008947	0.000000
330	9	35	stimulus	4009552.008947	331.043649
339	9	36	stimulus	7758680.022370	0.000000
348	9	37	stimulus	1518878.010042	0.000000
357	9	38	stimulus	4482393.024979	0.000000
366	9	39	stimulus	3345487.007233	0.000000
375	9	40	stimulus	4398044.013032	0.000000
384	9	41	stimulus	4497801.000076	0.000000
393	9	42	stimulus	1877134.011344	0.000000
402	9	43	stimulus	2432983.023132	0.000000
411	9	44	stimulus	1855672.014199	0.000000
420	9	45	stimulus	4273569.013211	0.000000
429	9	46	stimulus	3085219.003190	0.000000
438	9	47	stimulus	2233338.000214	0.000000
447	9	48	stimulus	2233338.000214	448.042198
456	9	49	stimulus	3793489.016155	0.000000
465	9	50	stimulus	1963571.028170	0.000000
474	9	51	stimulus	4168199.009434	0.000000
483	9	52	stimulus	4168199.009434	488.042316
492	9	53	stimulus	2005790.011821	0.000000
501	9	54	stimulus	3760671.007895	0.000000
510	9	55	stimulus	3743279.013788	0.000000
519	9	56	stimulus	2885462.017642	0.000000
528	6	57	rest	n/a	0.000000
